V4	ComiR	DianaMicroTCDS	EIMMO	EMBL	MicroCosm	miRSVR	PicTar	PITA	PITAtop	RNA22	RNAhybrid	MinoTar	TargetScan	TargetSpy
FBgn0035851|dme-miR-34	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	5.149367	NA	NA	NA	NA
FBgn0035852|dme-miR-14	0.2155	NA	NA	NA	NA	NA	NA	NA	NA	0.9694	NA	NA	NA	NA
FBgn0035852|dme-miR-277	0.2305	NA	NA	NA	NA	NA	NA	1.54	NA	1.007025	NA	NA	NA	NA
FBgn0035852|dme-miR-34	0.2155	NA	NA	NA	NA	NA	NA	NA	NA	0.928094	NA	NA	NA	NA
FBgn0035853|dme-miR-14	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.981926697984565
FBgn0035853|dme-miR-277	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035853|dme-miR-34	0.221	NA	NA	NA	NA	NA	NA	NA	NA	2.348708	NA	NA	NA	0.649588764933621
FBgn0035854|dme-miR-14	0.2164	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035854|dme-miR-277	0.216	NA	NA	NA	NA	NA	NA	NA	NA	2.104158	NA	NA	NA	NA
FBgn0035854|dme-miR-34	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	0.868341	NA	NA	NA	NA
FBgn0035855|dme-miR-14	0.2167	NA	NA	NA	NA	NA	NA	NA	NA	1.603571	NA	NA	NA	NA
FBgn0035855|dme-miR-277	0.217	NA	NA	NA	NA	NA	NA	NA	NA	0.89	NA	NA	NA	NA
FBgn0035855|dme-miR-34	0.2168	NA	NA	NA	NA	NA	NA	NA	NA	8.102415	NA	NA	NA	0.0106544372741435
FBgn0035856|dme-miR-14	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035856|dme-miR-277	0.216	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035856|dme-miR-34	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	1.625898	NA	NA	NA	NA
FBgn0035857|dme-miR-14	0.2316	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035857|dme-miR-277	0.2194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.473477688693349
FBgn0035857|dme-miR-34	0.2191	NA	NA	NA	NA	NA	NA	NA	NA	13.087023	NA	NA	NA	0.365559247771411
FBgn0035858|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.812949	NA	NA	NA	NA
FBgn0035859|dme-miR-14	0.2288	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035859|dme-miR-277	0.8763	0.527	0.282	NA	NA	-0.013	NA	17.24	NA	0.881217	NA	NA	NA	0.937773337587042
FBgn0035859|dme-miR-34	0.2175	NA	NA	NA	NA	NA	NA	NA	NA	5.854901	NA	NA	NA	0.182783113982202
FBgn0035860|dme-miR-14	0.218	NA	NA	NA	NA	NA	NA	NA	NA	6.74058	NA	NA	NA	NA
FBgn0035860|dme-miR-277	0.2312	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.932625333455253
FBgn0035860|dme-miR-34	0.2317	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035861|dme-miR-14	0.2343	NA	NA	NA	NA	-0.1743	NA	NA	NA	NA	NA	NA	NA	0.601637765881981
FBgn0035861|dme-miR-277	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	1.07134	NA	NA	NA	NA
FBgn0035861|dme-miR-34	0.2196	NA	NA	NA	NA	NA	NA	NA	NA	9.005679	NA	NA	NA	0.996768751153069
FBgn0035864|dme-miR-277	NA	NA	NA	14.23	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035865|dme-miR-14	0.222	NA	NA	NA	NA	NA	NA	NA	NA	0.999615	NA	NA	NA	NA
FBgn0035865|dme-miR-277	0.2338	NA	NA	NA	NA	NA	NA	3.8	NA	NA	NA	NA	NA	NA
FBgn0035865|dme-miR-34	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	5.153049	NA	NA	NA	0.429991389646355
FBgn0035866|dme-miR-14	0.2204	NA	NA	NA	NA	NA	NA	NA	NA	5	NA	NA	NA	NA
FBgn0035866|dme-miR-277	0.233	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035866|dme-miR-34	0.2358	NA	NA	NA	NA	NA	NA	NA	NA	6.2125	NA	NA	NA	0.833969568757594
FBgn0035867|dme-miR-14	0.2194	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035867|dme-miR-277	0.2187	NA	NA	NA	NA	NA	NA	NA	NA	2.469048	NA	NA	NA	NA
FBgn0035867|dme-miR-34	0.2189	NA	NA	NA	NA	NA	NA	NA	NA	6.436694	NA	NA	NA	NA
FBgn0035868|dme-miR-14	0.2211	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.131729923750193
FBgn0035868|dme-miR-277	0.2205	NA	NA	NA	NA	NA	NA	NA	NA	15.44081	NA	NA	NA	NA
FBgn0035868|dme-miR-34	0.2212	NA	NA	NA	0.0441882	NA	NA	NA	NA	NA	NA	NA	NA	0.298705220442735
FBgn0035870|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.474613	NA	NA	NA	NA
FBgn0035871|dme-miR-14	0.2227	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.279467577013073
FBgn0035871|dme-miR-277	0.2331	0.458	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035871|dme-miR-34	0.2378	NA	NA	NA	NA	NA	NA	NA	NA	5.40031	NA	NA	NA	0.469297000419161
FBgn0035872|dme-miR-14	0.2394	NA	NA	NA	NA	NA	NA	NA	NA	3.884178	NA	NA	NA	0.00112961507060682
FBgn0035872|dme-miR-277	0.2353	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035872|dme-miR-34	0.2409	NA	NA	NA	NA	-0.0056	NA	-2.94	NA	NA	NA	NA	NA	0.00361052829590883
FBgn0035873|dme-miR-14	0.218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035873|dme-miR-277	0.2162	NA	NA	NA	NA	-0.1457	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035873|dme-miR-34	0.2302	NA	NA	NA	NA	NA	NA	NA	NA	2.038677	NA	NA	NA	0.879502273213504
FBgn0035874|dme-miR-277	NA	NA	NA	6.43	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035875|dme-miR-14	0.2235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035875|dme-miR-277	0.2384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035875|dme-miR-34	0.2229	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.234306353921667
FBgn0035876|dme-miR-14	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	0.743683	NA	NA	NA	NA
FBgn0035876|dme-miR-277	0.2313	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.987956866038126
FBgn0035876|dme-miR-34	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	3.176949	NA	NA	NA	NA
FBgn0035877|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.253333	NA	NA	NA	NA
FBgn0035878|dme-miR-14	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	0.76771	NA	NA	NA	NA
FBgn0035878|dme-miR-277	0.2185	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0638891336613305
FBgn0035878|dme-miR-34	0.2181	NA	NA	NA	NA	NA	NA	NA	NA	0.701986	NA	NA	NA	0.0141047954857717
FBgn0035879|dme-miR-14	0.2217	NA	NA	NA	NA	NA	NA	NA	NA	1.66842	NA	NA	NA	NA
FBgn0035879|dme-miR-277	0.2348	0.597	NA	NA	NA	NA	NA	NA	NA	2.306294	NA	NA	NA	0.000539166467268729
FBgn0035879|dme-miR-34	0.2227	NA	NA	NA	NA	NA	NA	NA	NA	11.887328	NA	NA	NA	0.0838236812669445
FBgn0035880|dme-miR-14	0.2411	NA	NA	NA	NA	NA	NA	NA	NA	3.730412	NA	NA	NA	0.99191286483437
FBgn0035880|dme-miR-277	0.2364	NA	NA	NA	NA	-0.0215	NA	8.15	NA	NA	NA	NA	NA	0.546645946863453
FBgn0035880|dme-miR-34	0.2251	NA	NA	NA	NA	-0.482	NA	NA	NA	12.783044	NA	NA	NA	0.577320192265133
FBgn0035886|dme-miR-14	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035886|dme-miR-277	0.2154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035886|dme-miR-34	0.2156	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035888|dme-miR-14	0.2358	NA	NA	NA	NA	NA	NA	NA	NA	1.493606	NA	NA	NA	0.579020067874814
FBgn0035888|dme-miR-277	0.2224	NA	NA	NA	NA	NA	NA	NA	NA	1.029282	NA	NA	NA	0.196680387404437
FBgn0035888|dme-miR-34	0.2222	NA	NA	NA	NA	NA	NA	NA	NA	16.231701	NA	NA	NA	0.129743731435351
FBgn0035889|dme-miR-14	0.2195	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035889|dme-miR-277	0.2192	NA	NA	NA	NA	NA	NA	6.35	NA	2.32353	NA	NA	NA	NA
FBgn0035889|dme-miR-34	0.2183	NA	NA	NA	NA	NA	NA	-10.59	NA	14.462628	NA	NA	NA	0.26985740020836
FBgn0035890|dme-miR-14	0.2158	NA	NA	NA	NA	NA	NA	NA	NA	2.12	NA	NA	NA	NA
FBgn0035890|dme-miR-277	0.2161	NA	NA	NA	NA	NA	NA	NA	NA	10.590662	NA	NA	NA	NA
FBgn0035890|dme-miR-34	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	18.806616	NA	NA	NA	NA
FBgn0035891|dme-miR-14	0.219	NA	NA	NA	NA	NA	NA	NA	NA	3.593333	NA	NA	NA	NA
FBgn0035891|dme-miR-277	0.2186	NA	NA	NA	NA	NA	NA	NA	NA	2.423212	NA	NA	NA	NA
FBgn0035891|dme-miR-34	0.218	NA	NA	NA	NA	NA	NA	NA	NA	14.401982	NA	NA	NA	NA
FBgn0035892|dme-miR-14	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035892|dme-miR-277	0.2301	0.474	NA	NA	NA	NA	4	NA	NA	0.776907	NA	NA	NA	0.0512471187067241
FBgn0035892|dme-miR-34	0.2177	NA	NA	NA	NA	NA	NA	NA	NA	2.996842	NA	NA	NA	0.971728169925791
FBgn0035895|dme-miR-14	0.2356	0.466	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.487568146671113
FBgn0035895|dme-miR-277	0.2229	0.558	NA	NA	NA	NA	NA	NA	NA	1.561746	NA	NA	NA	0.0462046687669019
FBgn0035895|dme-miR-34	0.2229	NA	NA	NA	NA	NA	NA	NA	NA	13.968514	NA	NA	NA	0.996278036499885
FBgn0035896|dme-miR-14	0.2366	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035896|dme-miR-277	0.8827	0.596	0.314	NA	NA	-0.0717	NA	1.15	NA	NA	NA	NA	NA	0.988554035426439
FBgn0035896|dme-miR-34	0.9138	0.566	0.61	NA	NA	-0.0157	NA	-10.27	NA	10.366507	NA	NA	NA	0.397353435224023
FBgn0035898|dme-miR-277	NA	NA	NA	6.31	NA	NA	NA	NA	NA	NA	NA	NA	0.32202	NA
FBgn0035899|dme-miR-14	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035899|dme-miR-277	0.2338	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035899|dme-miR-34	0.2204	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035900|dme-miR-14	0.2193	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035900|dme-miR-277	0.2184	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035900|dme-miR-34	0.2179	NA	NA	NA	NA	NA	NA	NA	NA	9.07968	NA	NA	NA	NA
FBgn0035901|dme-miR-14	0.2236	NA	NA	NA	NA	NA	NA	NA	NA	1.714533	NA	NA	NA	0.420009737896693
FBgn0035901|dme-miR-277	0.2235	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035901|dme-miR-34	0.2371	NA	NA	NA	NA	NA	NA	-7.02	NA	3.710244	NA	NA	NA	0.0386178603338212
FBgn0035902|dme-miR-14	0.2377	NA	NA	NA	0.0498219	NA	NA	-1.37	NA	NA	NA	NA	NA	NA
FBgn0035902|dme-miR-277	0.2222	NA	NA	NA	NA	NA	NA	NA	NA	0.805431	NA	NA	NA	NA
FBgn0035902|dme-miR-34	0.2356	NA	NA	NA	NA	NA	NA	NA	NA	1.74398	NA	NA	NA	0.999958187489409
FBgn0035903|dme-miR-14	0.2371	NA	NA	NA	NA	NA	NA	NA	NA	6.031459	NA	NA	NA	0.00456964918377287
FBgn0035903|dme-miR-277	0.2417	NA	NA	NA	NA	NA	NA	-0.73	NA	0.664111	NA	NA	NA	0.82770800022842
FBgn0035903|dme-miR-34	0.2253	NA	NA	NA	NA	NA	NA	NA	NA	2.777288	NA	NA	NA	0.629053256416369
FBgn0035904|dme-miR-14	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035904|dme-miR-277	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035904|dme-miR-34	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	0.883717	NA	NA	NA	NA
FBgn0035906|dme-miR-14	0.231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035906|dme-miR-277	0.878	0.683	0.572	NA	0.0340456	-0.6613	NA	0.7	NA	NA	NA	NA	NA	0.968837435332186
FBgn0035906|dme-miR-34	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	10.727767	NA	NA	NA	0.000128876619190179
FBgn0035907|dme-miR-14	0.219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035907|dme-miR-277	0.8775	0.566	0.556	NA	NA	-1.1517	NA	-0.93	NA	0	NA	NA	NA	0.853056423418692
FBgn0035907|dme-miR-34	0.219	NA	NA	NA	NA	NA	NA	NA	NA	1.875981	NA	NA	NA	NA
FBgn0035909|dme-miR-14	0.2398	NA	NA	NA	NA	NA	NA	NA	NA	4.952842	NA	NA	NA	0.159848643929559
FBgn0035909|dme-miR-277	0.8831	0.687	0.556	NA	NA	-0.2373	NA	-0.65	NA	2.390549	NA	NA	NA	0.998187729470203
FBgn0035909|dme-miR-34	0.2385	NA	NA	NA	NA	NA	NA	NA	NA	8.514222	NA	NA	NA	0.720767228790874
FBgn0035911|dme-miR-14	0.9147	NA	0.078	NA	NA	-0.0551	NA	-0.54	NA	1.067699	NA	NA	NA	0.999489112372232
FBgn0035911|dme-miR-277	0.881	0.808	0.901	NA	0.000938529	-1.1241	NA	0.22	0.22	NA	NA	NA	0.31001	0.999079050013715
FBgn0035911|dme-miR-34	0.2231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.523348171807557
FBgn0035914|dme-miR-14	0.2259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.702386818138143
FBgn0035914|dme-miR-277	0.2259	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.937430733538277
FBgn0035914|dme-miR-34	0.2259	NA	NA	NA	NA	NA	NA	NA	NA	23.548536	NA	NA	NA	0.972440755935771
FBgn0035915|dme-miR-14	0.2208	NA	NA	NA	NA	NA	NA	NA	NA	3.875474	NA	NA	NA	0.0234524349577987
FBgn0035915|dme-miR-277	0.2315	NA	NA	NA	NA	NA	NA	NA	NA	4.993182	NA	NA	NA	NA
FBgn0035915|dme-miR-34	0.2213	NA	NA	NA	NA	NA	NA	NA	NA	2.05018	NA	NA	NA	0.000119708568632489
FBgn0035916|dme-miR-14	0.2192	NA	NA	NA	NA	NA	NA	NA	NA	2.250516	NA	NA	NA	NA
FBgn0035916|dme-miR-277	0.2335	0.557	NA	NA	NA	-0.0504	NA	-0.53	NA	0.845661	NA	NA	NA	NA
FBgn0035916|dme-miR-34	0.2205	NA	NA	NA	NA	NA	NA	NA	NA	1.065404	NA	0.77	NA	0.426979291644898
FBgn0035917|dme-miR-14	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	2.919729	NA	NA	NA	NA
FBgn0035917|dme-miR-277	0.223	NA	NA	NA	NA	NA	NA	NA	NA	12.174688	NA	NA	NA	0.891189661405234
FBgn0035917|dme-miR-34	0.2374	NA	NA	NA	NA	NA	NA	NA	NA	40.675741	NA	NA	NA	0.937439173743957
FBgn0035918|dme-miR-14	0.2342	NA	NA	NA	NA	NA	NA	NA	NA	6.545397	NA	0.94	NA	NA
FBgn0035918|dme-miR-277	0.2343	0.581	NA	NA	NA	-0.0484	NA	1.87	NA	NA	NA	NA	NA	0.0278013108229158
FBgn0035918|dme-miR-34	0.2227	NA	NA	NA	NA	NA	NA	NA	NA	7.581171	NA	NA	NA	0.556816405361471
FBgn0035921|dme-miR-14	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0442225920974812
FBgn0035921|dme-miR-277	0.2217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.79199814541573
FBgn0035921|dme-miR-34	0.2215	NA	NA	NA	NA	NA	NA	NA	NA	1.141002	NA	NA	NA	0.00466095357546306
FBgn0035922|dme-miR-14	0.2379	NA	NA	NA	NA	NA	NA	NA	NA	2.009	NA	NA	NA	0.776448753542566
FBgn0035922|dme-miR-277	0.2217	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0638891336613305
FBgn0035922|dme-miR-34	0.2211	NA	NA	8.96	NA	NA	NA	NA	NA	3.048846	NA	NA	NA	0.000305806493342544
FBgn0035923|dme-miR-14	0.2366	NA	NA	NA	NA	NA	NA	NA	NA	1.001316	NA	NA	NA	0.116915632047432
FBgn0035923|dme-miR-277	0.2239	NA	NA	NA	NA	NA	NA	NA	NA	8.178236	NA	NA	NA	0.760776628871634
FBgn0035923|dme-miR-34	0.2238	0.533	NA	NA	NA	NA	NA	NA	NA	13.575922	NA	NA	NA	0.773394868239151
FBgn0035924|dme-miR-14	0.235	NA	NA	NA	NA	NA	NA	NA	NA	2.225725	NA	NA	NA	0.979847720418156
FBgn0035924|dme-miR-277	0.2198	0.464	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0.978806441131876
FBgn0035924|dme-miR-34	0.2207	NA	NA	NA	NA	NA	NA	NA	NA	1.48	NA	NA	NA	0.740922530505524
FBgn0035926|dme-miR-14	0.2171	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035926|dme-miR-277	0.2162	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035926|dme-miR-34	0.2161	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.919240363263439
FBgn0035928|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.021885	NA	NA	NA	NA
FBgn0035928|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.244265	NA	NA	NA	NA
FBgn0035929|dme-miR-14	0.2154	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035929|dme-miR-277	0.2167	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035929|dme-miR-34	0.2176	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035931|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.797222	NA	NA	NA	NA
FBgn0035933|dme-miR-14	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035933|dme-miR-277	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035933|dme-miR-34	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	2.159925	NA	NA	NA	NA
FBgn0035934|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.719788	NA	NA	NA	NA
FBgn0035934|dme-miR-277	NA	NA	NA	7.9	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035934|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.226524	NA	NA	NA	NA
FBgn0035935|dme-miR-14	0.2425	NA	NA	NA	0.000730052	NA	NA	NA	NA	57.913177	NA	NA	NA	0.992160094415708
FBgn0035935|dme-miR-277	0.8846	0.525	0.556	NA	NA	NA	NA	NA	NA	19.747798	NA	NA	NA	0.998427062078888
FBgn0035935|dme-miR-34	0.2433	NA	NA	NA	NA	NA	NA	NA	NA	136.717257	NA	NA	NA	0.988832213080965
FBgn0035936|dme-miR-14	0.2253	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.00838186451608223
FBgn0035936|dme-miR-277	0.8845	0.762	0.886	7.13	NA	-0.3951	2	0.24	0.24	NA	NA	NA	0.16101	0.999854513814404
FBgn0035936|dme-miR-34	0.2255	NA	NA	NA	NA	NA	NA	NA	NA	8.024841	NA	NA	NA	0.649588764933621
FBgn0035937|dme-miR-14	0.2403	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035937|dme-miR-277	0.2391	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035937|dme-miR-34	0.2249	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035938|dme-miR-14	0.2236	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035938|dme-miR-277	0.2239	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035938|dme-miR-34	0.2242	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035941|dme-miR-14	NA	NA	NA	NA	0.00711573	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035941|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.442647	NA	NA	NA	NA
FBgn0035942|dme-miR-14	0.9131	0.95	0.209	NA	0.0151137	-1.0611	NA	0.14	NA	9.40063	NA	NA	NA	0.999899479015202
FBgn0035942|dme-miR-277	0.219	NA	NA	NA	NA	NA	NA	NA	NA	2.088243	NA	NA	NA	NA
FBgn0035942|dme-miR-34	0.2334	NA	NA	NA	NA	NA	NA	NA	NA	7.954825	NA	NA	NA	0.523460793872795
FBgn0035943|dme-miR-14	0.2151	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035943|dme-miR-277	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035943|dme-miR-34	0.2153	NA	NA	NA	NA	NA	NA	NA	NA	1.206663	NA	NA	NA	NA
FBgn0035944|dme-miR-14	0.2384	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.982146700348912
FBgn0035944|dme-miR-277	0.2346	NA	NA	NA	NA	NA	NA	NA	NA	4.5	NA	NA	NA	NA
FBgn0035944|dme-miR-34	0.2399	NA	NA	NA	NA	NA	NA	NA	NA	4.489716	NA	NA	NA	0.000951002084060348
FBgn0035945|dme-miR-14	0.2356	NA	NA	NA	NA	NA	NA	NA	NA	3.983694	NA	NA	NA	NA
FBgn0035945|dme-miR-277	0.8795	0.91	0.886	7.25	NA	-0.1422	3	7.86	NA	6.741498	NA	NA	0.09901	0.973648470104142
FBgn0035945|dme-miR-34	0.2238	NA	NA	NA	NA	NA	NA	NA	NA	16.65696	NA	NA	NA	0.0146820988873542
FBgn0035947|dme-miR-14	0.2218	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035947|dme-miR-277	0.2319	NA	NA	NA	NA	NA	NA	NA	NA	0.88398	NA	NA	NA	0.999808895960684
FBgn0035947|dme-miR-34	0.2368	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.110365037666038
FBgn0035948|dme-miR-14	0.2163	NA	NA	NA	NA	NA	NA	NA	NA	12.946498	NA	NA	NA	NA
FBgn0035948|dme-miR-277	0.2169	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035948|dme-miR-34	0.2166	NA	NA	NA	NA	NA	NA	NA	NA	14.236961	NA	NA	NA	NA
FBgn0035949|dme-miR-14	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.945534	NA	NA	NA	NA
FBgn0035949|dme-miR-277	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.417953	NA	NA	NA	NA
FBgn0035949|dme-miR-34	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.457468	NA	NA	NA	NA
FBgn0035950|dme-miR-14	0.2172	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035950|dme-miR-277	0.2189	NA	NA	NA	NA	-0.4049	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035950|dme-miR-34	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035951|dme-miR-14	0.2197	NA	NA	NA	NA	NA	NA	NA	NA	4.183547	NA	NA	NA	0.137904479621078
FBgn0035951|dme-miR-277	0.2363	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.999307783732047
FBgn0035951|dme-miR-34	0.2333	NA	NA	NA	NA	NA	NA	NA	NA	5.585414	NA	NA	NA	0.00112961507060682
FBgn0035952|dme-miR-14	0.2186	NA	NA	NA	NA	NA	NA	NA	NA	2.083203	NA	NA	NA	NA
FBgn0035952|dme-miR-277	0.2182	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035952|dme-miR-34	0.2198	NA	NA	NA	NA	NA	NA	NA	NA	1.37293	NA	NA	NA	0.812424091424118
FBgn0035953|dme-miR-14	0.2364	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035953|dme-miR-277	0.2339	NA	NA	NA	NA	NA	NA	5.55	NA	0.668635	NA	NA	NA	NA
FBgn0035953|dme-miR-34	0.2229	NA	NA	NA	NA	NA	NA	NA	NA	3.538196	NA	NA	NA	0.240928103741267
FBgn0035954|dme-miR-14	0.2219	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
FBgn0035954|dme-miR-277	0.2356	0.613	NA	NA	NA	-0.1739	NA	1.35	NA	10.377857	NA	NA	NA	0.999859297144544
FBgn0035954|dme-miR-34	0.2206	NA	NA	NA	NA	NA	NA	NA	NA	7.662224	NA	NA	NA	0.00191188404087714
FBgn0035955|dme-miR-14	0.2183	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
